MONITOR_OFFICIAL_NAME,MONITOR_EXP_NAME,DCUM,IP,IS_CABLE_CONNECTED,SELECTED_RS,SECONDS_IRRADIATION,SOURCE_DISTANCE_CM,BLM_SOURCE_TEST_THRESHOLD_GY_S,BLM_REACH_FLAG,BLM_LOCATION,BLM_POSITION
BLMTI.N5L7,BLMTI.05L7.B2I10_TCSPM.E5L7.B2,19879.04,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.A5L7,BLMTS.05L7.B2I10_TCSG.E5L7.B2,19880.91,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.A5L7,BLMTI.05L7.B2I10_TCSG.E5L7.B2,19881.04,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMEI.L5L7,BLMEI.05L7.B2I10_TCSM.D5L7.B2,19882.78,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMES.L5L7,BLMES.05L7.B2I10_TCSM.D5L7.B2,19882.91,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.B5L7,BLMTI.05L7.B2I10_TCSG.D5L7.B2,19884.78,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.B5L7,BLMTS.05L7.B2I10_TCSG.D5L7.B2,19884.91,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMEI.J5L7,BLMEI.05L7.B2I10_TCSM.C5L7.B2,19886.78,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMES.J5L7,BLMES.05L7.B2I10_TCSM.C5L7.B2,19886.91,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.C5L7,BLMTI.05L7.B1E10_TCSG.B5L7.B1,19892.78,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.C5L7,BLMTS.05L7.B1E10_TCSG.B5L7.B1,19892.91,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMEI.G5L7,BLMEI.05L7.B1E10_TCSM.B5L7.B1,19894.78,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.G5L7,BLMES.05L7.B1E10_TCSM.B5L7.B1,19894.91,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTS.D5L7,BLMTS.05L7.B1E10_TCSG.A5L7.B1,19896.91,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.D5L7,BLMTI.05L7.B1E10_TCSG.A5L7.B1,19897.04,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMEI.E5L7,BLMEI.05L7.B1E10_TCSM.A5L7.B1,19898.78,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.E5L7,BLMES.05L7.B1E10_TCSM.A5L7.B1,19898.91,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMES.D5L7,BLMES.05L7.B2I10_TCSM.B5L7.B2,19898.91,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMEI.D5L7,BLMEI.05L7.B2I10_TCSM.B5L7.B2,19899.04,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.E5L7,BLMTS.05L7.B2I10_TCSG.B5L7.B2,19900.91,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.E5L7,BLMTI.05L7.B2I10_TCSG.B5L7.B2,19901.04,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMEI.B5L7,BLMEI.05L7.B2I10_TCSM.A5L7.B2,19902.78,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMES.B5L7,BLMES.05L7.B2I10_TCSM.A5L7.B2,19902.91,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMQI.R4L7,BLMQI.04L7.B2I10_MQWA.E4L7,19910.14,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.Q4L7,BLMQI.04L7.B1E10_MQWA.D4L7,19913.94,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.A4L7,BLMTS.04L7.B1E10_TCSG.D4L7.B1,19918.24,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.A4L7,BLMTI.04L7.B1E10_TCSG.D4L7.B1,19918.37,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.K4L7,BLMTS.04L7.B1E10_TCPCH.A4L7.B1,19920.24,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.O4L7,BLMTI.04L7.B1E10_TCPCH.A4L7.B1,19920.37,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.N4L7,BLMQI.04L7.B2I10_MQWA.C4L7,19922.64,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.M4L7,BLMQI.04L7.B1E10_MQWB.4L7,19926.44,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.L4L7,BLMQI.04L7.B2I10_MQWA.B4L7,19930.24,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.K4L7,BLMQI.04L7.B1E10_MQWA.A4L7,19934.04,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.F4L7,BLMES.04L7.B2I10_TCSM.A4L7.B2,19982.16,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMEI.F4L7,BLMEI.04L7.B2I10_TCSM.A4L7.B2,19982.29,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.B4L7,BLMTS.04L7.B2I10_TCSG.A4L7.B2,19984.16,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.B4L7,BLMTI.04L7.B2I10_TCSG.A4L7.B2,19984.29,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTI.C4L7,BLMTI.04L7.B1E10_TCSG.B4L7.B1,19988.03,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.C4L7,BLMTS.04L7.B1E10_TCSG.B4L7.B1,19988.16,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTS.E4L7,BLMTS.04L7.B1E10_TCSPM.B4L7.B1,19990.16,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.E4L7,BLMTI.04L7.B1E10_TCSPM.B4L7.B1,19990.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTI.D4L7,BLMTI.04L7.B1E10_TCSG.A4L7.B1,19992.03,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.D4L7,BLMTS.04L7.B1E10_TCSG.A4L7.B1,19992.16,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMEI.A4L7,BLMEI.04L7.B1E10_TCSM.A4L7.B1,19994.03,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.A4L7,BLMES.04L7.B1E10_TCSM.A4L7.B1,19994.16,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTS.A4R7,BLMTS.04R7.B1E10_TCSG.A4R7.B1,19996.16,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.A4R7,BLMTI.04R7.B1E10_TCSG.A4R7.B1,19996.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMEI.B4R7,BLMEI.04R7.B1E10_TCSM.A4R7.B1,19998.03,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.B4R7,BLMES.04R7.B1E10_TCSM.A4R7.B1,19998.16,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMES.C4R7,BLMES.04R7.B2I10_TCSM.A4R7.B2,19998.16,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMEI.C4R7,BLMEI.04R7.B2I10_TCSM.A4R7.B2,19998.29,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTI.B4R7,BLMTI.04R7.B2I10_TCSG.A4R7.B2,20000.03,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.B4R7,BLMTS.04R7.B2I10_TCSG.A4R7.B2,20000.16,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.F4R7,BLMTI.04R7.B2I10_TCSPM.B4R7.B2,20002.03,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.F4R7,BLMTS.04R7.B2I10_TCSPM.B4R7.B2,20002.16,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.C4R7,BLMTI.04R7.B2I10_TCSG.B4R7.B2,20004.03,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.C4R7,BLMTS.04R7.B2I10_TCSG.B4R7.B2,20004.16,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMQI.A4R7,BLMQI.04R7.B2I30_MQWA.A4R7,20054.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.B4R7,BLMQI.04R7.B1E10_MQWA.B4R7,20058.09,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.C4R7,BLMQI.04R7.B2I20_MQWB.4R7,20061.89,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.D4R7,BLMQI.04R7.B1E20_MQWA.C4R7,20065.69,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTI.E4R7,BLMTI.04R7.B2I10_TCSPM.D4R7.B2,20069.96,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.D4R7,BLMTS.04R7.B2I10_TCSG.D4R7.B2,20070.09,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTS.E4R7,BLMTS.04R7.B2I10_TCSPM.D4R7.B2,20070.09,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.D4R7,BLMTI.04R7.B2I10_TCSG.D4R7.B2,20070.22,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMQI.E4R7,BLMQI.04R7.B2I10_MQWA.D4R7,20074.39,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.F4R7,BLMQI.04R7.B1E30_MQWA.E4R7,20078.19,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMEI.B5R7,BLMEI.05R7.B1E10_TCSM.A5R7.B1,20085.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.B5R7,BLMES.05R7.B1E10_TCSM.A5R7.B1,20085.42,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.A5R7,BLMTI.05R7.B1E10_TCSG.B5R7.B1,20087.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.A5R7,BLMTS.05R7.B1E10_TCSG.B5R7.B1,20087.42,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMEI.D5R7,BLMEI.05R7.B1E10_TCSM.B5R7.B1,20089.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.D5R7,BLMES.05R7.B1E10_TCSM.B5R7.B1,20089.42,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTS.F5R7,BLMTS.05R7.B2I10_TCPCH.A5R7.B2,20089.42,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.F5R7,BLMTI.05R7.B2I10_TCPCH.A5R7.B2,20089.55,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTI.B5R7,BLMTI.05R7.B2I10_TCSG.A5R7.B2,20091.29,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.B5R7,BLMTS.05R7.B2I10_TCSG.A5R7.B2,20091.42,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMEI.G5R7,BLMEI.05R7.B2I10_TCSM.B5R7.B2,20093.29,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMES.G5R7,BLMES.05R7.B2I10_TCSM.B5R7.B2,20093.42,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.C5R7,BLMTI.05R7.B2I10_TCSG.B5R7.B2,20095.29,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.C5R7,BLMTS.05R7.B2I10_TCSG.B5R7.B2,20095.42,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMEI.I5R7,BLMEI.05R7.B1E10_TCSG.C5R7.B1,20097.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.I5R7,BLMES.05R7.B1E10_TCSG.C5R7.B1,20097.42,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMEI.J5R7,BLMEI.05R7.B1E10_TCSM.C5R7.B1,20101.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.J5R7,BLMES.05R7.B1E10_TCSM.C5R7.B1,20101.42,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.D5R7,BLMTI.05R7.B1E10_TCSG.D5R7.B1,20103.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.D5R7,BLMTS.05R7.B1E10_TCSG.D5R7.B1,20103.42,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMEI.L5R7,BLMEI.05R7.B1E10_TCSM.D5R7.B1,20105.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.L5R7,BLMES.05R7.B1E10_TCSM.D5R7.B1,20105.42,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.E5R7,BLMTI.05R7.B1E10_TCSG.E5R7.B1,20107.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.E5R7,BLMTS.05R7.B1E10_TCSG.E5R7.B1,20107.42,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.N5R7,BLMTI.05R7.B1E10_TCSPM.E5R7.B1,20109.29,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.N5R7,BLMTS.05R7.B1E10_TCSPM.E5R7.B1,20109.42,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMQI.A5R7,BLMQI.05R7.B2I30_MQWA.A5R7,20117.48,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.B5R7,BLMQI.05R7.B1E10_MQWA.B5R7,20121.28,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.C5R7,BLMQI.05R7.B2I20_MQWB.5R7,20125.08,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.D5R7,BLMQI.05R7.B1E20_MQWA.C5R7,20128.88,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.E5R7,BLMQI.05R7.B2I10_MQWA.D5R7,20132.68,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.F5R7,BLMQI.05R7.B1E30_MQWA.E5R7,20136.48,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTI.A6R7,BLMTI.06R7.B1E10_TCSG.6R7.B1,20141.89,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.A6R7,BLMTS.06R7.B1E10_TCSG.6R7.B1,20142.02,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.L6R7,BLMTI.06R7.B1E10_TCSPM.6R7.B1,20143.89,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.L6R7,BLMTS.06R7.B1E10_TCSPM.6R7.B1,20144.02,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.K6R7,BLMTI.06R7.B2I10_TCPCV.A6R7.B2,20144.15,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTI.B6R7,BLMTI.06R7.B1E10_TCLA.A6R7.B1,20148.96,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.B6R7,BLMTS.06R7.B1E10_TCLA.A6R7.B1,20149.09,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMES.D6R7,BLMES.06R7.B2I10_TCSM.A6R7.B2,20152.65,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMEI.D6R7,BLMEI.06R7.B2I10_TCSM.A6R7.B2,20152.78,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.C6R7,BLMTS.06R7.B2I10_TCSG.A6R7.B2,20154.65,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.C6R7,BLMTI.06R7.B2I10_TCSG.A6R7.B2,20154.78,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMES.F6R7,BLMES.06R7.B2I10_TCSM.B6R7.B2,20156.65,LHC_IP7,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMEI.F6R7,BLMEI.06R7.B2I10_TCSM.B6R7.B2,20156.78,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMAS.H6R7,BLMAS.06R7.B2I10_MBW.A6R7,20164.55,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,Internal
BLMAI.H6R7,BLMAI.06R7.B2I10_MBW.A6R7,20165.14,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMAS.I6R7,BLMAS.06R7.B2I10_MBW.B6R7,20169.48,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,Internal
BLMAI.I6R7,BLMAI.06R7.B2I10_MBW.B6R7,20170.07,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMTL.A6R7,BLMTL.06R7.B1E10_TCLA.B6R7.B1,20179.96,LHC_IP7,1,RS09,30,1,5.00E-06,Difficult,Ring,External
BLMTI.D6R7,BLMTI.06R7.B1E10_TCLA.B6R7.B1,20180.09,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMEL.D6R7,BLMEL.06R7.B2I10_TCHSS.6R7.B2,20188.54,LHC_IP7,1,RS09,30,1,5.00E-06,Medium,Ring,Internal
BLMEI.K6R7,BLMEI.06R7.B2I10_TCHSS.6R7.B2,20188.67,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMEL.G6R7,BLMEL.06R7.B2I10_TCHSH.6R7.B2,20189.74,LHC_IP7,1,RS09,30,1,5.00E-06,Medium,Ring,Internal
BLMEI.L6R7,BLMEI.06R7.B2I10_TCHSH.6R7.B2,20189.87,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMEL.F6R7,BLMEL.06R7.B2I10_TCHSV.6R7.B2,20190.94,LHC_IP7,1,RS09,30,1,5.00E-06,Medium,Ring,Internal
BLMEI.M6R7,BLMEI.06R7.B2I10_TCHSV.6R7.B2,20191.07,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMEL.E6R7,BLMEL.06R7.B2I10_TCP.A6R7.B2,20192.14,LHC_IP7,1,RS09,30,1,5.00E-06,Medium,Ring,Internal
BLMEI.N6R7,BLMEI.06R7.B2I10_TCP.A6R7.B2,20192.27,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTL.B6R7,BLMTL.06R7.B2I10_TCP.B6R7.B2,20194.14,LHC_IP7,1,RS09,30,1,5.00E-06,Medium,Ring,Internal
BLMTI.E6R7,BLMTI.06R7.B2I10_TCP.B6R7.B2,20194.27,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTL.C6R7,BLMTL.06R7.B2I10_TCP.C6R7.B2,20196.14,LHC_IP7,1,RS09,30,1,5.00E-06,Medium,Ring,Internal
BLMTI.F6R7,BLMTI.06R7.B2I10_TCP.C6R7.B2,20196.27,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTL.D6R7,BLMTL.06R7.B2I10_TCP.D6R7.B2,20198.14,LHC_IP7,1,RS09,30,1,5.00E-06,Medium,Ring,Internal
BLMTI.G6R7,BLMTI.06R7.B2I10_TCP.D6R7.B2,20198.27,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMAI.R6R7,BLMAI.06R7.B1E10_MBW.C6R7,20203.46,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMAS.R6R7,BLMAS.06R7.B1E10_MBW.C6R7,20203.94,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMAI.S6R7,BLMAI.06R7.B1E10_MBW.D6R7,20207.7,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMAS.S6R7,BLMAS.06R7.B1E10_MBW.D6R7,20208.18,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTS.D6R7,BLMTS.06R7.B1E10_TCLA.C6R7.B1,20213.23,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.H6R7,BLMTI.06R7.B1E10_TCLA.C6R7.B1,20213.36,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.A6R7,BLMQI.06R7.B2I30_MQTL,20215.12,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMTS.E6R7,BLMTS.06R7.B1E10_TCLA.D6R7.B1,20215.23,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.J6R7,BLMTI.06R7.B1E10_TCLA.D6R7.B1,20215.36,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.B6R7,BLMQI.06R7.B1E10_MQTL,20219.17,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.C6R7,BLMQI.06R7.B2I20_MQTL,20222.27,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.D6R7,BLMQI.06R7.B1E20_MQTL,20223.47,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.E6R7,BLMQI.06R7.B2I10_MQTL,20226.9,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.A7R7,BLMQI.06R7.B1E30_MQTL,20230.01,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.A7R7,BLMTS.07R7.B1E10_TCLA.A7R7.B1,20232.86,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.A7R7,BLMTI.07R7.B1E10_TCLA.A7R7.B1,20232.99,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMES.B7R7,BLMES.07R7.B1E10_TCLA.B7R7.B1,20244.7,LHC_IP7,1,RS09,30,1,0.05,Difficult,Ring,External
BLMEI.B7R7,BLMEI.07R7.B1E10_TCLA.B7R7.B1,20244.83,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.B7R7,BLMQI.07R7.B2I30_MQ,20253.13,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.C7R7,BLMQI.07R7.B1E10_MQ,20257.2,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.E7R7,BLMQI.07R7.B1E20_MQ,20259.77,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.F7R7,BLMQI.07R7.B2I10_MQ,20261.82,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.A8R7,BLMQI.07R7.B1E30_MQ,20264.32,LHC_IP7,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMAI.A8R7,BLMAI.08R7.B1E21_MBA,20269.32,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.B8R7,BLMAI.08R7.B1E22_MBA,20274.52,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A8R7,BLMBI.08R7.B0T10_MBA-MBB_07R7,20278.73,LHC_IP7,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMAI.C8R7,BLMAI.08R7.B1E30_MBA,20279.98,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B8R7,BLMQI.08R7.B2I30_MQ,20293.18,LHC_IP7,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C8R7,BLMQI.08R7.B1E10_MQ,20296.27,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.E8R7,BLMQI.08R7.B1E20_MQ,20298.68,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F8R7,BLMQI.08R7.B2I10_MQ,20300.92,LHC_IP7,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A9R7,BLMQI.08R7.B1E30_MQ,20303.42,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.A9R7,BLMAI.09R7.B1E21_MBA,20311.16,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.B9R7,BLMAI.09R7.B1E22_MBA,20314.16,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.C9R7,BLMAI.09R7.B1E23_MBA,20316.66,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A9R7,BLMBI.09R7.B0T10_MBA-MBB_08R7,20317.79,LHC_IP7,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMAI.D9R7,BLMAI.09R7.B1E30_MBA,20319.16,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.E9R7,BLMAI.09R7.B1E21_MBB,20321.66,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.F9R7,BLMAI.09R7.B1E22_MBB,20324.16,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.G9R7,BLMAI.09R7.B1E23_MBB,20326.66,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.H9R7,BLMAI.09R7.B1E24_MBB,20329.16,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B9R7,BLMQI.09R7.B2I30_MQ,20332.24,LHC_IP7,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMAI.I9R7,BLMAI.09R7.B1E25_MBB,20332.36,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C9R7,BLMQI.09R7.B1E10_MQ,20335.33,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.E9R7,BLMQI.09R7.B1E21_MQ,20337.74,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F9R7,BLMQI.09R7.B1E22_MQ,20340.81,LHC_IP7,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.G9R7,BLMQI.09R7.B2I10_MQ,20341.39,LHC_IP7,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
