MONITOR_OFFICIAL_NAME,MONITOR_EXP_NAME,DCUM,IP,IS_CABLE_CONNECTED,SELECTED_RS,SECONDS_IRRADIATION,SOURCE_DISTANCE_CM,BLM_SOURCE_TEST_THRESHOLD_GY_S,BLM_REACH_FLAG,BLM_LOCATION,BLM_POSITION
BLMEL.A1R1,BLMEL.01R1.B2I10_BPMSW.1R1,21.31,LHC_IP1,1,RS09,30,1,5.00E-06,Difficult,Ring,Internal
BLMQI.A1R1,BLMQI.01R1.B2I30_MQXA,21.37,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.B1R1,BLMQI.01R1.B1E10_MQXA,23.44,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.C1R1,BLMQI.01R1.B2I20_MQXA,25.63,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.D1R1,BLMQI.01R1.B1E20_MQXA,26.65,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.E1R1,BLMQI.02R1.B2I30_MQXB,29.75,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.A2R1,BLMQI.01R1.B1E30_MQXA,32.3,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.B2R1,BLMQI.02R1.B2I23_MQXB,34.12,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.C2R1,BLMQI.02R1.B1E21_MQXB,35.3,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.D2R1,BLMQI.02R1.B2I22_MQXB,37.41,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.E2R1,BLMQI.02R1.B1E22_MQXB,38.57,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.F2R1,BLMQI.02R1.B2I21_MQXB,40.81,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.G2R1,BLMQI.02R1.B1E23_MQXB,41.81,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.H2R1,BLMQI.03R1.B2I30_MQXA,43.62,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.A3R1,BLMQI.02R1.B1E30_MQXB,46.69,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.B3R1,BLMQI.03R1.B2I20_MQXA,49.65,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.C3R1,BLMQI.03R1.B1E20_MQXA,50.65,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.D3R1,BLMQI.03R1.B2I10_MQXA,53.63,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.A4R1,BLMQI.03R1.B1E30_MQXA,58.72,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.A4R1,BLMTS.04R1.B1E10_TANAR.4R1,139.58,LHC_IP1,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.A4R1,BLMTI.04R1.B1E10_TANAR.4R1,139.64,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTI.B4R1,BLMTI.04R1.B2I10_TCTPV.4R1.B2,144.56,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.B4R1,BLMTS.04R1.B2I10_TCTPV.4R1.B2,144.68,LHC_IP1,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMTI.C4R1,BLMTI.04R1.B2I10_TCTPH.4R1.B2,146.68,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMTS.C4R1,BLMTS.04R1.B2I10_TCTPH.4R1.B2,146.81,LHC_IP1,1,RS09,30,1,0.05,Medium,Ring,Internal
BLMQI.B4R1,BLMQI.04R1.B2I30_MQY,162.1,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.C4R1,BLMQI.04R1.B1E10_MQY,164.6,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.D4R1,BLMQI.04R1.B2I20_MQY,167.92,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.E4R1,BLMQI.04R1.B1E20_MQY,169.12,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.F4R1,BLMQI.04R1.B2I10_MQY,170.14,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.A5R1,BLMQI.04R1.B1E30_MQY,174.77,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTI.A5R1,BLMTI.05R1.B1E10_TCL.5R1.B1,185.6,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.A5R1,BLMTS.05R1.B1E10_TCL.5R1.B1,185.6,LHC_IP1,1,RS09,30,1,0.05,Difficult,Ring,External
BLMQI.B5R1,BLMQI.05R1.B2I30_MQML,191.16,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.C5R1,BLMQI.05R1.B1E10_MQML,193.32,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.D5R1,BLMQI.05R1.B2I20_MQML,195.99,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.E5R1,BLMQI.05R1.B1E20_MQML,197.19,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.F5R1,BLMQI.05R1.B2I10_MQML,198.06,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.A6R1,BLMQI.05R1.B1E30_MQML,202.36,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMEI.A6R1,BLMEI.06R1.B1E10_XRP.A6R1,206.69,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMEI.B6R1,BLMEI.06R1.B1E10_XRP.B6R1,217.7,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.A6R1,BLMTS.06R1.B1E10_TCL.6R1.B1,220.41,LHC_IP1,1,RS09,30,1,0.05,Difficult,Ring,External
BLMTI.A6R1,BLMTI.06R1.B1E10_TCL.6R1.B1,220.43,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.B6R1,BLMQI.06R1.B2I30_MQML_XRP,222.87,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMQI.C6R1,BLMQI.06R1.B1E10_MQML_XRP,225.22,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.D6R1,BLMQI.06R1.B2I20_MQML_XRP,227.89,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMQI.E6R1,BLMQI.06R1.B1E20_MQML_XRP,229.09,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.F6R1,BLMQI.06R1.B2I10_MQML_XRP,229.96,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMQI.A7R1,BLMQI.06R1.B1E30_MQML,233.2,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTI.D4R1,BLMTI.04R1.B1E10_TCL.4R1.B1,242.09,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMTS.D4R1,BLMTS.04R1.B1E10_TCL.4R1.B1,242.28,LHC_IP1,1,RS09,30,1,0.05,Difficult,Ring,External
BLMEI.A7R1,BLMEI.07R1.B1E10_XRP.A7R1,243.02,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMEI.B7R1,BLMEI.07R1.B1E10_XRP.B7R1,257.75,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.B7R1,BLMQI.07R1.B2I30_MQM_XRP,257.78,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,Internal
BLMQI.C7R1,BLMQI.07R1.B1E10_MQM_XRP,260.72,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMQI.D7R1,BLMQI.07R1.B2I20_MQM,263.44,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.F7R1,BLMQI.07R1.B2I10_MQM,267.65,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,Internal
BLMQI.A8R1,BLMQI.07R1.B1E30_MQM,270.15,LHC_IP1,1,RS09,30,1,5.00E-07,Difficult,Ring,External
BLMAI.A8R1,BLMAI.08R1.B1E21_MBA,275.16,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.B8R1,BLMAI.08R1.B1E22_MBA,280.36,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A8R1,BLMBI.08R1.B0T10_MBA-MBB_07R1,284.56,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMAI.C8R1,BLMAI.08R1.B1E30_MBA,285.82,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.D8R1,BLMAI.08R1.B1E21_MBB,289.47,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.E8R1,BLMAI.08R1.B1E22_MBB,293.12,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.F8R1,BLMAI.08R1.B1E23_MBB,296.77,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B8R1,BLMQI.08R1.B2I30_MQML,299.01,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C8R1,BLMQI.08R1.B1E10_MQML,302.1,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.D8R1,BLMQI.08R1.B2I20_MQML,303.39,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.F8R1,BLMQI.08R1.B2I10_MQML,306.76,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A9R1,BLMQI.08R1.B1E30_MQML,309.26,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A9R1,BLMBI.09R1.B0T10_MBA-MBB_08R1,323.63,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMDI.683243.B1,BLMDI.3243.B1E10_MKBH,324.25,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,External
BLMDI.623243.B2,BLMDI.3243.B2I10_MKBH,324.25,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Internal
BLMDS.683243.B1,BLMDS.3243.B1E10_MKBH,324.25,LHC_IP6,1,RS09,30,1,0.05,Difficult,Dump,External
BLMDS.623243.B2,BLMDS.3243.B2I10_MKBH,324.25,LHC_IP6,1,RS09,30,1,0.05,Difficult,Dump,Internal
BLMDI.683290.B1,BLMDI.3290.B1E10_MKBV,329.01,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,External
BLMDI.623290.B2,BLMDI.3290.B2I10_MKBV,329.01,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Internal
BLMDS.683290.B1,BLMDS.3290.B1E10_MKBV,329.01,LHC_IP6,1,RS09,30,1,0.05,Difficult,Dump,External
BLMDS.623290.B2,BLMDS.3290.B2I10_MKBV,329.01,LHC_IP6,1,RS09,30,1,0.05,Difficult,Dump,Internal
BLMDI.623325.B2,BLMDI.3325.B2I20_MKBV,332.52,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Internal
BLMDS.623325.B2,BLMDS.3325.B2I20_MKBV,332.52,LHC_IP6,1,RS09,30,1,0.05,Difficult,Dump,Internal
BLMDI.683336.B1,BLMDI.3336.B1E20_MKBV,333.59,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,External
BLMDS.683336.B1,BLMDS.3336.B1E20_MKBV,333.59,LHC_IP6,1,RS09,30,1,0.05,Difficult,Dump,External
BLMQI.B9R1,BLMQI.09R1.B2I30_MQM,338.08,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C9R1,BLMQI.09R1.B1E10_MQM,341.17,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.E9R1,BLMQI.09R1.B1E20_MQM,344.37,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F9R1,BLMQI.09R1.B2I10_MQM,347.22,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A10R1,BLMQI.09R1.B1E30_MQM,349.72,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.A10R1,BLMAI.10R1.B1E21_MBA,354.68,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.B10R1,BLMAI.10R1.B1E22_MBA,359.88,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A10R1,BLMBI.10R1.B0T10_MBA-MBB_09R1,364.09,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMDI.683780.B1,BLMDI.3780.B1T10_MQY.4R6,377.96,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMQI.B10R1,BLMQI.10R1.B2I30_MQML,378.54,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMDI.623788.B2,BLMDI.3788.B2T10_MQY.4L6,378.76,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMQI.C10R1,BLMQI.10R1.B1E10_MQML,381.63,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.D10R1,BLMQI.10R1.B2I20_MQML,382.92,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMDI.683840.B1,BLMDI.3840.B1L10_175_89,384,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.683841.B1,BLMDI.3841.B1R10_175_89,384.1,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMDI.623846.B2,BLMDI.3846.B2L10_175_89,384.6,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.623847.B2,BLMDI.3847.B2R10_175_89,384.7,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMQI.F10R1,BLMQI.10R1.B2I10_MQML,386.29,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A11R1,BLMQI.10R1.B1E30_MQML,388.79,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.A11R1,BLMAI.11R1.B1E21_MBA,393.75,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.B11R1,BLMAI.11R1.B1E22_MBA,398.95,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A11R1,BLMBI.11R1.B0T10_MBA-MBB_10R1,403.16,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMAI.C11R1,BLMAI.11R1.B1E30_MBA,404.41,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.D11R1,BLMAI.11R1.B1E21_MBB,411.9,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.E11R1,BLMAI.11R1.B1E22_MBB,413.9,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMDI.624146.B2,BLMDI.4146.B2T10_MQY.5L6,414.62,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMAI.F11R1,BLMAI.11R1.B1E23_MBB,415.65,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMDI.684162.B1,BLMDI.4162.B1T10_MQY.5R6,416.15,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMAI.G11R1,BLMAI.11R1.B1E24_MBB,417.7,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.B11R1,BLMBI.11R1.B0T20_MBB-LEHR_11R1,418.82,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMEI.H11R1,BLMEI.11R1.B1E30_LEHR,420.07,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMDI.684210.B1,BLMDI.4210.B1T10_212_102,421,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMDI.684211.B1,BLMDI.4211.B1B10_212_102,421.1,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Bottom
BLMDI.624217.B2,BLMDI.4217.B2T10_212_102,421.7,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMDI.624218.B2,BLMDI.4218.B2B10_212_102,421.8,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Bottom
BLMEI.J11R1,BLMEI.11R1.B1E10_LEHR,422.5,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMEI.K11R1,BLMEI.11R1.B1E20_LEHR,425,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B11R1,BLMQI.11R1.B2I30_MQ,431.33,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMEI.I11R1,BLMEI.11R1.B1E21_LEHR,431.34,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.C11R1,BLMQI.11R1.B1E10_MQ,434.42,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F11R1,BLMQI.11R1.B1E22_MQ,439,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.G11R1,BLMQI.11R1.B2I10_MQ,439.07,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A12R1,BLMQI.11R1.B1E30_MQ,441.57,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMDI.684487.B1,BLMDI.4487.B1L10_252_109,448.7,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.684488.B1,BLMDI.4488.B1R10_252_109,448.8,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMDI.624517.B2,BLMDI.4517.B2T10_252_109,451.7,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMDI.624518.B2,BLMDI.4518.B2B10_252_109,451.8,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Bottom
BLMBI.A12R1,BLMBI.12R1.B0T10_MBB-MBA_11R1,455.94,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B12R1,BLMBI.12R1.B0T20_MBB-MBA_12R1,471.6,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMDI.684790.B1,BLMDI.4790.B1T10_269_162,479,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMDI.684791.B1,BLMDI.4791.B1B10_269_164,479.1,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Bottom
BLMDI.624817.B2,BLMDI.4817.B2T10_269_162,481.7,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMDI.624818.B2,BLMDI.4818.B2B10_269_164,481.8,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Bottom
BLMQI.B12R1,BLMQI.12R1.B2I30_MQ,486.05,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C12R1,BLMQI.12R1.B1E10_MQ,489.14,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F12R1,BLMQI.12R1.B2I10_MQ,492.55,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A13R1,BLMQI.12R1.B1E30_MQ,495.05,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A13R1,BLMBI.13R1.B0T10_MBB-MBA_12R1,509.39,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B13R1,BLMBI.13R1.B0T20_MBA-MBB_13R1,525.05,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMAI.A13R1,BLMAI.13R1.B1E21_MBB,537,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMAI.B13R1,BLMAI.13R1.B1E22_MBB,539.5,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.B13R1,BLMQI.13R1.B2I30_MQ,539.51,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C13R1,BLMQI.13R1.B1E10_MQ,542.59,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F13R1,BLMQI.13R1.B2I10_MQ,546,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A14R1,BLMQI.13R1.B1E30_MQ,548.5,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A14R1,BLMBI.14R1.B0T10_MBA-MBB_13R1,562.84,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B14R1,BLMBI.14R1.B0T20_MBB-MBA_14R1,578.5,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMDI.685860.B1,BLMDI.5860.B1T10_377_203,586,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMDI.685861.B1,BLMDI.5861.B1B10_377_203,586.1,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Bottom
BLMDI.625880.B2,BLMDI.5880.B2L10_377_203,588,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.625881.B2,BLMDI.5881.B2R10_377_203,588.1,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMQI.B14R1,BLMQI.14R1.B2I30_MQ,592.95,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C14R1,BLMQI.14R1.B1E10_MQ,596.04,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F14R1,BLMQI.14R1.B2I10_MQ,599.45,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A15R1,BLMQI.14R1.B1E30_MQ,601.95,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A15R1,BLMBI.15R1.B0T10_MBB-MBA_14R1,616.29,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B15R1,BLMBI.15R1.B0T20_MBA-MBB_15R1,631.95,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B15R1,BLMQI.15R1.B2I30_MQ,646.4,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C15R1,BLMQI.15R1.B1E10_MQ,649.49,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F15R1,BLMQI.15R1.B2I10_MQ,652.9,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A16R1,BLMQI.15R1.B1E30_MQ,655.4,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A16R1,BLMBI.16R1.B0T10_MBA-MBB_15R1,669.74,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMDI.686850.B1,BLMDI.6850.B1T10_497_254,685,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMDI.626850.B2,BLMDI.6850.B2T10_497_254,685,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Top
BLMDI.686851.B1,BLMDI.6851.B1B10_497_254,685.1,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Bottom
BLMDI.626851.B2,BLMDI.6851.B2B10_497_254,685.1,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Bottom
BLMBI.B16R1,BLMBI.16R1.B0T20_MBB-MBA_16R1,685.4,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B16R1,BLMQI.16R1.B2I30_MQ,699.85,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C16R1,BLMQI.16R1.B1E10_MQ,702.94,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F16R1,BLMQI.16R1.B2I10_MQ,706.35,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A17R1,BLMQI.16R1.B1E30_MQ,708.85,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A17R1,BLMBI.17R1.B0T10_MBB-MBA_16R1,723.19,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B17R1,BLMBI.17R1.B0T20_MBA-MBB_17R1,738.85,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMQI.B17R1,BLMQI.17R1.B2I30_MQ,753.3,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C17R1,BLMQI.17R1.B1E10_MQ,756.39,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F17R1,BLMQI.17R1.B2I10_MQ,759.8,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A18R1,BLMQI.17R1.B1E30_MQ,762.3,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A18R1,BLMBI.18R1.B0T10_MBA-MBB_17R1,776.64,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B18R1,BLMBI.18R1.B0T20_MBB-MBA_18R1,792.3,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMDI.688010.B1,BLMDI.8010.B1L10_617_306,801,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.628010.B2,BLMDI.8010.B2L10_617_306,801,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Left
BLMDI.688011.B1,BLMDI.8011.B1R10_617_306,801.1,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMDI.628011.B2,BLMDI.8011.B2R10_617_306,801.1,LHC_IP6,1,RS09,30,1,5.00E-07,Difficult,Dump,Right
BLMQI.B18R1,BLMQI.18R1.B2I30_MQ,806.75,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.C18R1,BLMQI.18R1.B1E10_MQ,809.84,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMQI.F18R1,BLMQI.18R1.B2I10_MQ,813.25,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Internal
BLMQI.A19R1,BLMQI.18R1.B1E30_MQ,815.75,LHC_IP1,1,RS09,30,1,5.00E-07,Medium,Ring,External
BLMBI.A19R1,BLMBI.19R1.B0T10_MBB-MBA_18R1,830.09,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
BLMBI.B19R1,BLMBI.19R1.B0T20_MBA-MBB_19R1,845.75,LHC_IP1,1,RS09,30,1,5.00E-07,Easy,Ring,Top
